susceptible_status,exposed_status,infected_status,recovered_status,dead,R₀,active_countermeasures,happiness
27538,12136,13601,5249,34,3.54,0.0,0.0023059579779021065
23589,13217,15526,6187,39,3.54,0.0,0.002359380376908013
19760,14018,17491,7239,50,3.54,0.0,0.002410357183826599
16023,14645,19430,8401,59,3.54,0.0,0.0024590279768725285
12587,14886,21247,9768,70,3.54,0.0,0.002505522171590192
9525,14643,23036,11278,76,3.54,0.0,0.0025499599279412005
7024,13993,24566,12881,94,3.54,0.0,0.002592452961687744
5069,13026,25779,14579,105,3.54,0.0,0.002633105271670158
3528,11873,26713,16325,119,3.54,0.0,0.0026720137929981598
2425,10457,27349,18190,137,3.54,0.0,0.0027092689848338194
1678,9157,27480,20096,147,3.54,0.0,0.002744955360300623
1180,7854,27340,22028,156,3.54,0.0,0.0027791519650765344
833,6691,27002,23858,174,3.54,0.0,0.002811932810392033
603,5729,26301,25737,188,3.54,0.0,0.0028433672654356464
472,4788,25673,27429,196,3.54,0.0,0.002873520413550916
411,3991,24818,29125,213,3.54,0.0,0.002902453376074658
372,3326,23866,30765,229,3.54,0.0,0.002930223607204921
352,2780,22836,32352,238,3.54,0.0,0.0029568851628863856
355,2348,21792,33811,252,3.54,0.0,0.002982488946353362
364,2008,20684,35241,261,3.54,0.0,0.0030070829326673946
398,1671,19621,36603,265,3.54,0.0,0.0030307123743223098
416,1458,18533,37878,273,3.54,0.0,0.003053419989758474
451,1266,17493,39066,282,3.54,0.0,0.0030752461364254038
470,1123,16517,40153,295,3.54,0.0,0.00309622896985432
535,983,15635,41103,302,3.54,0.0,0.0031164045900458058
541,902,14735,42069,311,3.54,0.0,0.003135807176340118
589,820,13834,42998,317,3.54,0.0,0.003154469111816047
608,784,13040,43802,324,3.54,0.0,0.0031724210981569217
644,740,12267,44574,333,3.54,0.0,0.0031896922618270124
685,727,11592,45216,338,3.54,0.0,0.003206310252317236
735,686,10952,45843,342,3.54,0.0,0.003222301333144123
784,652,10368,46410,344,3.54,0.0,0.003237690466219112
823,636,9743,47006,350,3.54,0.0,0.003252501390145822
845,618,9178,47564,353,3.54,0.0,0.0032667566929498876
904,601,8646,48048,359,3.54,0.0,0.0032804778796983306
923,598,8164,48507,366,3.54,0.0,0.0032936854354231313
983,577,7735,48894,369,3.54,0.0,0.0033063988837254157
1056,572,7318,49239,373,3.54,0.0,0.0033186368414026223
1125,558,6909,49589,377,3.54,0.0,0.0033304170694101617
1198,570,6534,49875,381,3.54,0.0,0.003341756520441515
1267,569,6211,50125,386,3.54,0.0,0.0033526713833858302
1334,572,5876,50387,389,3.54,0.0,0.003363177124899448
1406,583,5594,50585,390,3.54,0.0,0.003373288528307733
1459,573,5327,50807,392,3.54,0.0,0.0033830197300349653
1514,566,5057,51026,395,3.54,0.0,0.003392384253743637
1584,552,4819,51207,396,3.54,0.0,0.0034013950423493226
1649,553,4583,51376,397,3.54,0.0,0.00341006448806372
1734,544,4383,51499,398,3.54,0.0,0.003418404460605896
1801,567,4173,51614,403,3.54,0.0,0.0034264263337106847
1875,562,3991,51725,405,3.54,0.0,0.0034341410100527645
1917,575,3833,51822,411,3.54,0.0,0.0034415589446956467
1966,571,3689,51919,413,3.54,0.0,0.003448690167166263
2043,560,3519,52020,416,3.54,0.0,0.0034555443022481038
2122,543,3394,52082,417,3.54,0.0,0.0034621305895786063
2169,545,3278,52146,420,3.54,0.0,0.0034684579021301578
2262,536,3168,52169,423,3.54,0.0,0.0034745347636479995
2348,523,3076,52187,424,3.54,0.0,0.003480369365112914
2432,518,2958,52225,425,3.54,0.0,0.003485969580291561
2496,533,2859,52245,425,3.54,0.0,0.003491342980432728
2540,530,2812,52250,426,3.54,0.0,0.0034964968481635502
2620,522,2719,52270,427,3.54,0.0,0.0035014381906359505
2684,525,2622,52299,428,3.54,0.0,0.003506173751969796
2774,508,2552,52295,429,3.54,0.0,0.003510710025036207
2825,524,2491,52287,431,3.54,0.0,0.003515053262621277
2929,527,2408,52262,432,3.54,0.0,0.0035192094880077468
3011,506,2361,52245,435,3.54,0.0,0.0035231845050095766
3091,512,2294,52226,435,3.54,0.0,0.00352698390749197
3200,473,2283,52164,438,3.54,0.0,0.0035306130884072374
3256,485,2215,52162,440,3.54,0.0,0.003534077248374868
3313,483,2157,52164,441,3.54,0.0,0.003537381403832205
3373,501,2102,52140,442,3.54,0.0,0.003540530394780545
3444,508,2040,52122,444,3.54,0.0,0.003543528892149682
3510,507,1989,52108,444,3.54,0.0,0.0035463814048025876
3561,516,1977,52059,445,3.54,0.0,0.0035490922862004095
3637,533,1949,51994,445,3.54,0.0,0.0035516657407467732
3671,536,1945,51961,445,3.54,0.0,0.0035541058298290745
3744,510,1937,51922,445,3.54,0.0,0.00355641647757349
3820,509,1906,51876,447,3.54,0.0,0.0035586014763292146
3890,504,1878,51838,448,3.54,0.0,0.003560664491896613
3944,514,1839,51812,449,3.54,0.0,0.0035626090685130568
3984,513,1824,51788,449,3.54,0.0,0.003564438633609275
4060,519,1834,51695,450,3.54,0.0,0.0035661565023484463
4130,523,1817,51638,450,3.54,0.0,0.003567765881959366
4202,528,1768,51608,452,3.54,0.0,0.0035692698758744193
4246,528,1779,51553,452,3.54,0.0,0.0035706714876825424
4287,538,1762,51519,452,3.54,0.0,0.0035719736249065588
4339,549,1739,51478,453,3.54,0.0,0.0035731791026138993
4414,547,1753,51391,453,3.54,0.0,0.003574290646869193
4486,529,1750,51339,454,3.54,0.0,0.0035753108980365656
4573,535,1748,51248,454,3.54,0.0,0.0035762424139392643
4654,544,1737,51168,455,3.54,0.0,0.0035770876728835875
4713,549,1730,51110,456,3.54,0.0,0.003577849076553917
4777,547,1755,51022,457,3.54,0.0,0.0035785289527850107
4832,552,1768,50949,457,3.54,0.0,0.0035791295582176625
4893,538,1775,50894,458,3.54,0.0,0.003579653080843262
4962,532,1758,50845,461,3.54,0.0,0.003580101642442627
4976,557,1758,50806,461,3.54,0.0,0.003580477300924137
5045,562,1766,50724,461,3.54,0.0,0.003580782052565925
5102,573,1740,50681,462,3.54,0.0,0.003581017834166647
5144,569,1757,50624,464,3.54,0.0,0.003581186525109084
5182,571,1765,50573,467,3.54,0.0,0.0035812899493406583
5242,590,1760,50498,468,3.54,0.0,0.003581329877274663
5270,610,1773,50436,469,3.54,0.0,0.0035813080276158225
5304,626,1756,50401,471,3.54,0.0,0.003581226069113732
5320,634,1778,50355,471,3.54,0.0,0.0035810856222472675
5336,651,1765,50334,472,3.54,0.0,0.0035808882608432705
5372,641,1776,50297,472,3.54,0.0,0.0035806355136322873
5398,625,1804,50258,473,3.54,0.0,0.003580328865744229
5431,623,1808,50223,473,3.54,0.0,0.0035799697601466333
5476,623,1823,50162,474,3.54,0.0,0.003579559599027961
5485,654,1835,50110,474,3.54,0.0,0.0035790997451284542
5526,650,1823,50085,474,3.54,0.0,0.0035785915230206805
5527,678,1828,50050,475,3.54,0.0,0.0035780362203420833
5536,695,1866,49986,475,3.54,0.0,0.0035774350889814727
5568,688,1896,49930,476,3.54,0.0,0.003576789346221526
5605,683,1918,49875,477,3.54,0.0,0.0035761001758390725
5627,689,1929,49833,480,3.54,0.0,0.0035753687291650072
5634,697,1937,49809,481,3.54,0.0,0.0035745961261054856
5638,708,1945,49784,483,3.54,0.0,0.003573783456126077
5632,720,1972,49750,484,3.54,0.0,0.0035729317792003038
5585,774,1975,49739,485,3.54,0.0,0.003572042126724144
5598,745,2018,49712,485,3.54,0.0,0.003571115502397827
5618,737,2062,49655,486,3.54,0.0,0.003570152883076302
5653,739,2083,49595,488,3.54,0.0,0.003569155219589595
5637,770,2095,49567,489,3.54,0.0,0.003568123437534308
5624,779,2096,49569,490,3.54,0.0,0.0035670584380374445
5613,791,2108,49555,491,4.221078362987313,0.0,0.0035659610984935647
5538,892,2118,49518,492,4.221078362987313,0.0,0.0035648322732764657
5464,960,2163,49479,492,4.221078362987313,0.0,0.0035636727944262864
5391,1012,2213,49447,495,4.221078362987313,0.0,0.003562483472313041
5335,1057,2243,49427,496,4.221078362987313,0.0,0.0035612650962775216
5264,1108,2303,49385,498,4.221078362987313,0.0,0.003560018435250408
5192,1177,2342,49347,500,4.221078362987313,0.0,0.0035587442383504786
5125,1209,2403,49318,503,4.221078362987313,0.0,0.0035574432354626485
5023,1266,2477,49287,505,4.221078362987313,0.0,0.0035561161377967304
4949,1283,2544,49275,507,3.8236002685439585,0.0,0.0035547636384275125
4936,1331,2552,49230,509,3.8236002685439585,0.0,0.003553386412816976
4895,1377,2578,49199,509,3.8236002685439585,0.0,0.003551985119319245
4850,1396,2645,49157,510,3.8236002685439585,0.0,0.0035505603996689866
4829,1407,2717,49092,513,3.8236002685439585,0.0,0.003549112879453812
4798,1460,2735,49050,515,3.8236002685439585,0.0,0.003547643168571335
4749,1507,2792,48992,518,3.8236002685439585,0.0,0.003546151861671395
4688,1556,2850,48944,520,3.8236002685439585,0.0,0.0035446395385840745
4657,1583,2926,48872,520,3.8236002685439585,0.0,0.003543106764733915
4579,1683,2972,48801,523,3.8236002685439585,0.0,0.003541554091540948
4513,1756,3047,48718,524,3.8236002685439585,0.0,0.0035399820568089444
4472,1862,3099,48599,526,3.8236002685439585,0.0,0.0035383911851014074
4431,1987,3144,48468,528,3.8236002685439585,0.0,0.0035367819881056547
4341,2111,3255,48322,529,3.8236002685439585,0.0,0.0035351549649855415
4309,2243,3375,48096,535,3.8236002685439585,0.0,0.0035335106027231
4239,2408,3522,47848,541,3.8236002685439585,0.0,0.0035318493764496077
4174,2632,3644,47562,546,3.8236002685439585,0.0,0.0035301717497663596
4109,2887,3838,47172,552,3.8236002685439585,0.0,0.003528478175055569
4019,3236,4065,46685,553,3.8236002685439585,0.0,0.0035267690937817184
3915,3640,4294,46156,553,3.8236002685439585,0.0,0.003525044936783673
3802,4168,4573,45459,556,3.8236002685439585,0.0,0.003523306124557949
3717,4644,4962,44677,558,3.8236002685439585,0.0,0.003521553067533352
3542,5333,5428,43696,559,3.8236002685439585,0.0,0.003519786166337324
3438,6016,5977,42565,562,3.8236002685439585,0.0,0.0035180058120543077
3268,7079,6636,41010,565,3.8236002685439585,0.0,0.0035162123864763478
3062,8091,7409,39425,571,3.8236002685439585,0.0,0.0035144062623462384
2876,9342,8230,37538,572,3.8236002685439585,0.0,0.0035125878035934402
2665,10760,9208,35350,575,3.8236002685439585,0.0,0.003510757365563022
2467,12131,10334,33047,579,3.8236002685439585,0.0,0.003508915295237846
2227,13631,11634,30482,584,3.8236002685439585,0.0,0.003507061931454253
1977,15009,13070,27909,593,3.8236002685439585,0.0,0.0035051976051114347
1729,16421,14511,25296,601,3.8236002685439585,0.0,0.0035033226393747065
1467,17439,16210,22829,613,3.8236002685439585,0.0,0.003501437349872887
1205,18332,17875,20525,621,3.8236002685439585,0.0,0.003499542044889998
994,18915,19462,18555,632,3.8236002685439585,0.0,0.0034976370255514213
765,19157,21051,16947,638,3.8236002685439585,0.0,0.0034957225860047176
638,18934,22615,15719,652,3.8236002685439585,0.0,0.0034937990135953272
486,18556,23964,14886,666,3.8236002685439585,0.0,0.0034918665890372237
388,17898,25142,14450,680,3.8236002685439585,0.0,0.003489925586578755
287,17039,26265,14273,694,3.8236002685439585,0.0,0.00348797627416381
228,16111,27082,14433,704,3.8236002685439585,0.0,0.003486018913588432
189,15127,27655,14863,724,3.8236002685439585,0.0,0.003484053760653075
149,14016,28127,15526,740,3.8236002685439585,0.0,0.0034820810653105874
139,13076,28323,16267,753,3.8236002685439585,0.0,0.003480101071810083
142,12294,28371,16987,764,3.8236002685439585,0.0,0.0034781140188368336
149,11480,28347,17799,783,3.4958131398030297,0.0,0.0034761201396483017
162,10690,28330,18575,801,3.4958131398030297,0.0,0.0034741196622064215
168,10004,28170,19396,820,3.4958131398030297,0.0,0.0034721128093062686
162,9626,27850,20086,834,3.4958131398030297,0.0,0.0034700997987011984
173,9274,27563,20703,845,3.4958131398030297,0.0,0.003468080843224592
186,8987,27328,21192,865,3.4958131398030297,0.0,0.003466056150908315
180,8819,26997,21683,879,3.4958131398030297,0.0,0.0034640259250979417
198,8857,26672,21940,891,3.4958131398030297,0.0,0.003461990364564911
206,8955,26310,22181,906,3.4958131398030297,0.0,0.0034599496636156433
186,9043,26158,22255,916,3.4958131398030297,0.0,0.0034579040121977614
194,9268,25934,22233,929,3.4958131398030297,0.0,0.003455853596003488
202,9491,25765,22162,938,3.4958131398030297,0.0,0.003453798596570271
205,9818,25581,22004,950,3.4958131398030297,0.0,0.0034517391913787684
200,10167,25495,21733,963,3.4958131398030297,0.0,0.0034496755539482394
204,10531,25543,21311,969,3.4958131398030297,0.0,0.0034476078539294173
190,10858,25567,20968,975,3.4958131398030297,0.0,0.003445536257194998
211,11124,25666,20567,990,3.4958131398030297,0.0,0.0034434609259276967
224,11311,25866,20157,1000,3.4958131398030297,0.0,0.003441382018706074
229,11504,26092,19717,1016,3.4958131398030297,0.0,0.0034392996905880805
210,11697,26200,19423,1028,3.4958131398030297,0.0,0.0034372140931925033
187,11810,26326,19197,1038,3.4958131398030297,0.0,0.003435125374778264
175,11730,26557,19046,1050,3.4958131398030297,0.0,0.0034330336803217025
180,11759,26720,18841,1058,3.4958131398030297,0.0,0.003430939151591885
170,11597,26836,18884,1071,3.4958131398030297,0.0,0.0034288419272239766
179,11288,27007,19001,1083,3.4958131398030297,0.0,0.0034267421427907493
180,10887,27146,19251,1094,3.4958131398030297,0.0,0.0034246399308723073
171,10499,27161,19619,1108,3.4958131398030297,0.0,0.003422535421123994
173,10038,27039,20190,1118,3.4958131398030297,0.0,0.0034204287403426467
180,9640,26803,20802,1133,3.4958131398030297,0.0,0.0034183200125311405
189,9200,26524,21502,1143,3.4958131398030297,0.0,0.0034162093589613454
206,8683,26239,22283,1147,3.4958131398030297,0.0,0.003414096898235506
211,8250,25859,23079,1159,3.4958131398030297,0.0,0.003411982746346075
200,7774,25521,23891,1172,3.4958131398030297,0.0,0.0034098670167340985
210,7287,24986,24888,1187,3.4958131398030297,0.0,0.0034077498203461164
214,6843,24409,25891,1201,3.4958131398030297,0.0,0.0034056312656896874
226,6398,23859,26862,1213,3.4958131398030297,0.0,0.00340351145888755
225,5977,23395,27737,1224,3.4958131398030297,0.0,0.0034013905037304283
231,5586,22812,28700,1229,3.4958131398030297,0.0,0.003399268501728577
263,5192,22220,29644,1239,3.4958131398030297,0.0,0.0033971455521620633
266,4842,21591,30602,1257,3.4958131398030297,0.0,0.0033950217521298036
279,4506,20958,31549,1266,3.4958131398030297,0.0,0.0033928971965974586
315,4169,20370,32433,1271,3.4958131398030297,0.0,0.0033907719784441225
329,3899,19727,33323,1280,3.4958131398030297,0.0,0.003388646188507923
383,3623,19103,34164,1285,3.4958131398030297,0.0,0.0033865199156305004
390,3441,18447,34985,1295,3.4958131398030297,0.0,0.00338439324670045
393,3295,17777,35788,1305,3.4958131398030297,0.0,0.0033822662666956964
415,3087,17181,36558,1317,3.4958131398030297,0.0,0.0033801390587248842
431,2916,16547,37340,1324,3.4958131398030297,0.0,0.0033780117040677696
472,2821,15891,38041,1333,3.4958131398030297,0.0,0.003375884282214656
505,2659,15323,38733,1338,3.4958131398030297,0.0,0.0033737568709049223
554,2583,14757,39315,1349,3.4958131398030297,0.0,0.003371629546164603
586,2504,14201,39911,1356,3.4958131398030297,0.0,0.0033695023823431245
616,2373,13728,40478,1363,3.4958131398030297,0.0,0.003367375452149153
627,2253,13234,41075,1369,3.4958131398030297,0.0,0.003365248826685625
672,2169,12721,41620,1376,3.4958131398030297,0.0,0.003363122575483951
666,2102,12270,42136,1384,3.4958131398030297,0.0,0.0033609967665374297
708,2015,11825,42623,1387,3.4958131398030297,0.0,0.00335887146633387
712,1993,11347,43118,1388,3.4958131398030297,0.0,0.0033567467398875053
757,1918,10948,43543,1392,3.4958131398030297,0.0,0.003354622650770112
777,1864,10526,43992,1399,3.4958131398030297,0.0,0.0033524992611414567
827,1816,10170,44344,1401,3.4958131398030297,0.0,0.0033503766317790327
866,1802,9796,44687,1407,3.4958131398030297,0.0,0.00334825482210711
888,1762,9498,45000,1410,3.4958131398030297,0.0,0.0033461338902251287
938,1756,9174,45275,1415,3.4958131398030297,0.0,0.0033440138929354433
972,1746,8925,45497,1418,3.4958131398030297,0.0,0.003341894885770454
997,1761,8615,45760,1425,3.4958131398030297,0.0,0.0033397769230190887
1037,1798,8308,45985,1430,3.4958131398030297,0.0,0.0033376600577527185
1087,1780,8073,46184,1434,3.4958131398030297,0.0,0.003335544341850486
1103,1800,7911,46307,1437,3.4958131398030297,0.0,0.0033334298260240453
1138,1809,7701,46470,1440,3.4958131398030297,0.0,0.0033313165598417662
1167,1947,7444,46554,1446,3.4958131398030297,0.0,0.0033292045917523968
1181,2015,7289,46625,1448,3.4958131398030297,0.0,0.0033270939691081914
1199,2146,7210,46551,1452,3.4958131398030297,0.0,0.0033249847381875072
1213,2360,7089,46443,1453,3.4958131398030297,0.0,0.003322876944216949
1260,2569,7006,46267,1456,3.4958131398030297,0.0,0.0033207706313929707
1265,2818,6963,46052,1460,3.4958131398030297,0.0,0.003318665842903029
1315,3098,7008,45671,1466,3.4958131398030297,0.0,0.0033165626209462644
1348,3354,7048,45339,1469,3.4958131398030297,0.0,0.00331446100675373
1368,3778,7111,44830,1471,3.4958131398030297,0.0,0.003312361040608168
1349,4115,7259,44361,1474,3.4958131398030297,0.0,0.0033102627618633645
1365,4582,7482,43654,1475,3.4958131398030297,0.0,0.003308166208963073
1368,5111,7822,42781,1476,3.4958131398030297,0.0,0.0033060714194595364
1374,5720,8161,41824,1479,3.4958131398030297,0.0,0.0033039784300315954
1358,6423,8622,40671,1484,3.4958131398030297,0.0,0.003301887276502409
1356,7155,9132,39425,1490,3.4958131398030297,0.0,0.0032997979938568047
1319,8051,9694,38002,1492,3.4958131398030297,0.0,0.0032977106162582065
1308,8821,10409,36527,1493,3.4958131398030297,0.0,0.0032956251770652834
1271,9758,11182,34849,1498,3.4958131398030297,0.0,0.0032935417088481495
1216,10700,12075,33065,1502,3.4958131398030297,0.0,0.003291460243404279
1156,11652,13004,31240,1506,3.4958131398030297,0.0,0.0032893808117740618
1083,12619,14088,29253,1515,3.4958131398030297,0.0,0.0032873034442560066
1008,13458,15230,27339,1523,3.4958131398030297,0.0,0.0032852281704216562
915,14254,16356,25500,1533,3.4958131398030297,0.0,0.0032831550191301665
828,14822,17559,23810,1539,3.4958131398030297,0.0,0.0032810840185425725
733,15307,18811,22159,1548,3.4958131398030297,0.0,0.0032790151961357623
653,15675,19978,20694,1558,3.4958131398030297,0.0,0.003276948578716152
576,15627,21243,19542,1570,3.4958131398030297,0.0,0.0032748841924330717
469,15440,22210,18855,1584,3.4958131398030297,0.0,0.003272822062791881
389,15145,23182,18250,1592,3.4958131398030297,0.0,0.00327076221466678
325,14620,23967,18044,1602,3.4958131398030297,0.0,0.0032687046723133954
289,13784,24634,18235,1616,3.4958131398030297,0.0,0.0032666494593810687
266,12927,25164,18580,1621,3.4958131398030297,0.0,0.0032645965989248913
232,11986,25471,19230,1639,3.4958131398030297,0.0,0.003262546113417514
214,11014,25540,20143,1647,3.4958131398030297,0.0,0.0032604980247606884
204,10040,25529,21123,1662,3.4958131398030297,0.0,0.003258452354296572
195,9106,25398,22185,1674,3.4958131398030297,0.0,0.0032564091228188103
182,8165,25184,23337,1690,3.4958131398030297,0.0,0.0032543683505833797
201,7322,24835,24504,1696,3.4958131398030297,0.0,0.003252330057319207
204,6612,24291,25740,1711,3.4958131398030297,0.0,0.003250294262238585
217,5918,23696,26999,1728,3.4958131398030297,0.0,0.003248260984047344
247,5187,23143,28239,1742,3.4958131398030297,0.0,0.003246230240954862
246,4621,22425,29516,1750,3.4958131398030297,0.0,0.0032442020506838233
261,4155,21704,30668,1770,3.4958131398030297,0.0,0.0032421764304797983
280,3742,20970,31790,1776,3.4958131398030297,0.0,0.0032401533971206375
288,3367,20239,32883,1781,3.4958131398030297,0.0,0.0032381329669256484
317,3058,19448,33945,1790,3.4958131398030297,0.0,0.003236115155764629
341,2732,18710,34974,1801,3.4958131398030297,0.0,0.003234099979066664
365,2475,17953,35952,1813,3.4958131398030297,0.0,0.0032320874518287864
402,2278,17178,36876,1824,3.4958131398030297,0.0,0.003230077588624447
416,2090,16403,37822,1827,3.4958131398030297,0.0,0.003228070403611813
452,1902,15670,38700,1834,3.4958131398030297,0.0,0.003226065910541907
486,1785,14958,39490,1839,3.4958131398030297,0.0,0.0032240641227665665
526,1665,14285,40234,1848,3.4958131398030297,0.0,0.0032220650532462703
561,1580,13569,40991,1857,3.4958131398030297,0.0,0.003220068714557782
589,1489,12980,41639,1861,3.4958131398030297,0.0,0.003218075118901665
612,1416,12435,42229,1866,3.4958131398030297,0.0,0.0032160842781096184
614,1359,11858,42855,1872,3.4958131398030297,0.0,0.003214096203651696
673,1300,11317,43390,1878,3.4958131398030297,0.0,0.003212110906643365
720,1265,10745,43947,1881,3.4958131398030297,0.0,0.0032101283978524372
754,1224,10236,44458,1886,3.4958131398030297,0.0,0.003208148687705839
789,1163,9747,44968,1891,3.4958131398030297,0.0,0.0032061717862962823
835,1138,9279,45411,1895,3.4958131398030297,0.0,0.0032041977033887745
875,1116,8880,45791,1896,3.4958131398030297,0.0,0.0032022264484270215
919,1094,8496,46149,1900,3.4958131398030297,0.0,0.0032002580305396746
956,1050,8102,46543,1907,3.4958131398030297,0.0,0.003198292458546498
1027,1009,7764,46847,1911,3.4958131398030297,0.0,0.003196329740964379
1079,1008,7417,47141,1913,3.4958131398030297,0.0,0.003194369886013243
1116,988,7087,47449,1918,3.4958131398030297,0.0,0.0031924129016218292
1193,955,6798,47693,1919,3.4958131398030297,0.0,0.0031904587954333812
1250,940,6530,47912,1926,3.4958131398030297,0.0,0.003188507574811223
1292,936,6261,48140,1929,3.4958131398030297,0.0,0.0031865592468441873
1334,910,6014,48369,1931,3.4958131398030297,0.0,0.0031846138183519944
1358,910,5769,48588,1933,3.4958131398030297,0.0,0.0031826712958904933
1413,894,5546,48772,1933,3.4958131398030297,0.0,0.003180731685756809
1455,879,5341,48946,1937,3.4958131398030297,0.0,0.0031787949939943994
1566,839,5156,49057,1940,3.4958131398030297,0.0,0.0031768612263979833
1614,848,4949,49204,1943,3.4958131398030297,0.0,0.0031749303885184204
1678,857,4756,49322,1945,3.4958131398030297,0.0,0.00317300248566746
1712,866,4582,49452,1946,3.4958131398030297,0.0,0.003171077522922415
1753,844,4418,49596,1947,3.4958131398030297,0.0,0.0031691555051307453
1824,832,4220,49734,1948,3.4958131398030297,0.0,0.003167236436914543
1873,823,4061,49851,1950,3.4958131398030297,0.0,0.0031653203226749463
1914,816,3924,49951,1953,3.4958131398030297,0.0,0.003163407166596459
1952,840,3780,50031,1955,4.505718618515934,0.0,0.003161496972651194
1982,906,3618,50097,1955,4.505718618515934,0.0,0.0031595897446030285
1979,943,3547,50132,1957,4.505718618515934,0.0,0.003157685486011698
1951,1035,3426,50188,1958,4.505718618515934,0.0,0.0031557842002367777
1983,1041,3367,50208,1959,4.505718618515934,0.0,0.0031538858904416244
2029,1059,3259,50251,1960,4.505718618515934,0.0,0.003151990559597229
2017,1112,3163,50303,1963,4.505718618515934,0.0,0.0031500982104859833
2026,1126,3097,50343,1966,4.505718618515934,0.0,0.0031482088457054106
2044,1119,3067,50361,1967,4.505718618515934,0.0,0.003146322467671777
2076,1120,3009,50382,1971,4.505718618515934,0.0,0.0031444390786236863
2095,1118,2961,50411,1973,4.505718618515934,0.0,0.0031425586806255673
2107,1120,2968,50386,1977,4.505718618515934,0.0,0.0031406812755711165
2148,1107,2946,50379,1978,4.505718618515934,0.0,0.0031388068651866637
2179,1119,2920,50360,1980,4.505718618515934,0.0,0.0031369354510344906
2214,1099,2895,50369,1981,4.505718618515934,0.0,0.003135067034516069
2224,1076,2872,50404,1982,4.505718618515934,0.0,0.00313320161687525
2292,1065,2875,50342,1984,4.505718618515934,0.0,0.003131339199201396
2311,1104,2840,50319,1984,4.505718618515934,0.0,0.0031294797824324323
2307,1160,2808,50298,1985,4.505718618515934,0.0,0.0031276233673578823
2319,1215,2786,50253,1985,4.505718618515934,0.0,0.0031257699546217974
2356,1254,2785,50178,1985,4.505718618515934,0.0,0.003123919544725675
2386,1322,2790,50073,1987,4.505718618515934,0.0,0.003122072138031301
2425,1397,2773,49976,1987,4.505718618515934,0.0,0.0031202277347635293
2449,1514,2785,49823,1987,4.505718618515934,0.0,0.0031183863350130415
2467,1628,2818,49657,1988,4.505718618515934,0.0,0.0031165479387390274
2467,1763,2872,49465,1991,4.505718618515934,0.0,0.0031147125457718227
2475,1958,2932,49200,1993,4.505718618515934,0.0,0.0031128801558155117
2473,2152,3029,48907,1997,4.505718618515934,0.0,0.0031110507684504623
2473,2430,3132,48525,1998,4.505718618515934,0.0,0.0031092243831358267
2490,2761,3287,48020,2000,4.505718618515934,0.0,0.003107400999211988
2475,3103,3432,47544,2004,4.505718618515934,0.0,0.0031055806159029716
2470,3489,3693,46901,2005,4.505718618515934,0.0,0.0031037632323188042
2446,4055,3920,46132,2005,4.505718618515934,0.0,0.0031019488474578324
2413,4577,4265,45297,2006,4.505718618515934,0.0,0.0031001374602089952
