susceptible_status,exposed_status,infected_status,recovered_status,dead,R₀,active_countermeasures,happiness
58557,0,1,0,0,1.7,0.0,-0.0020944206770900087
58556,1,0,1,0,1.7,0.0,-0.006689225143783761
58556,1,0,1,0,1.7,0.0,-0.007515028142369156
58556,1,0,1,0,1.7,0.0,-0.008168658725049877
58556,1,0,1,0,1.7,0.0,-0.009906059841470855
58556,0,1,1,0,1.7,0.0,-0.013402974453504338
58556,0,1,1,0,1.7,0.0,-0.01684265108382357
58556,0,1,1,0,1.7,0.0,-0.02067834184780657
58555,1,1,1,0,1.7,0.0,-0.023971787718652406
58554,2,1,1,0,1.7,0.0,-0.026884464433500465
58553,3,1,1,0,1.7,0.0,-0.028189965062969703
58553,3,1,1,0,1.7,0.0,-0.028500843827786875
58553,3,1,1,0,1.7,0.0,-0.029718153444037408
58553,3,1,1,0,1.7,0.0,-0.03175750325523565
58553,3,1,1,0,1.7,0.0,-0.03402451144844668
58552,2,3,1,0,1.9635686153361547,0.0,-0.03569579117520618
58552,1,4,1,0,1.9635686153361547,0.0,-0.03560213601748419
58551,2,4,1,0,1.9635686153361547,0.0,-0.03621567580565625
58550,2,4,2,0,1.9635686153361547,0.0,-0.03670383770972342
58549,2,5,2,0,1.9635686153361547,0.0,-0.036620218258267855
58548,2,6,2,0,1.9635686153361547,0.0,-0.036299065246662314
58546,4,6,2,0,1.9635686153361547,0.0,-0.03404745037584564
58543,4,8,3,0,1.9635686153361547,0.0,-0.03174966427745257
58542,4,9,3,0,1.9635686153361547,0.0,-0.030188321642344272
58540,5,10,3,0,1.9635686153361547,0.0,-0.02984126100482956
58538,6,11,3,0,1.9635686153361547,0.0,-0.029212421201975498
58536,6,11,5,0,1.9635686153361547,0.0,-0.031039482971039183
58534,3,16,5,0,1.9635686153361547,0.0,-0.03232692603214174
58531,4,18,5,0,1.9635686153361547,0.0,-0.03393851513180205
58519,15,17,7,0,1.9635686153361547,0.0,-0.03489755031493521
58517,14,18,9,0,1.9635686153361547,0.0,-0.037328452564722246
58511,17,19,11,0,1.9635686153361547,0.0,-0.04137356592943253
58505,23,18,12,0,1.9635686153361547,0.0,-0.045463375701249545
58494,30,22,12,0,1.9635686153361547,0.0,-0.04940887301487597
58486,35,23,14,0,1.9635686153361547,0.0,-0.05347003037583686
58479,35,29,15,0,1.9635686153361547,0.0,-0.056941040208048035
58465,44,32,17,0,1.9635686153361547,0.0,-0.06052222748326541
58453,43,44,18,0,1.9635686153361547,0.0,-0.06441082795944915
58440,47,51,20,0,1.9635686153361547,0.0,-0.06757244658121644
58426,54,53,25,0,1.9635686153361547,0.0,-0.07047393242866581
58414,59,55,30,0,1.9635686153361547,0.0,-0.07420622570872795
58393,65,65,35,0,1.9635686153361547,0.0,-0.07757958383583793
58370,73,78,37,0,1.9635686153361547,0.0,-0.07907467675344823
58349,75,95,39,0,1.9635686153361547,0.0,-0.08079962092649409
58319,90,106,43,0,1.9635686153361547,0.0,-0.08427198770044494
58287,110,109,51,1,1.9635686153361547,0.0,-0.0876675759330896
58257,120,120,60,1,1.9635686153361547,0.0,-0.09045842838859763
58214,136,139,68,1,1.9635686153361547,0.0,-0.09265671596776077
58176,143,159,79,1,1.9635686153361547,0.0,-0.09457218758260887
58130,160,175,92,1,1.9635686153361547,0.0,-0.09550768591456263
58076,177,195,109,1,1.9635686153361547,0.0,-0.09560770813511565
58008,201,225,122,2,1.9635686153361547,0.0,-0.09657801538287711
57939,230,239,148,2,1.9635686153361547,0.0,-0.09520495580978929
57879,250,268,159,2,1.9635686153361547,0.0,-0.09271516609185312
57810,280,286,180,2,1.9635686153361547,0.0,-0.0889138428436562
57733,308,308,207,2,1.9635686153361547,0.0,-0.08554094020073158
57652,331,344,229,2,1.9635686153361547,0.0,-0.08403175089200511
57553,358,400,245,2,1.9635686153361547,0.0,-0.0853277662527718
57450,389,437,280,2,1.9635686153361547,0.0,-0.0865505591795034
57333,449,460,314,2,1.9635686153361547,0.0,-0.0865847417039788
57228,462,525,341,2,1.9635686153361547,0.0,-0.08715216054860238
57096,507,565,388,2,1.9635686153361547,0.0,-0.08733841539816471
56961,536,633,426,2,1.9635686153361547,0.0,-0.08781781453054892
56814,594,673,474,3,1.9635686153361547,0.0,-0.09052172014552912
56673,635,719,528,3,1.9635686153361547,0.0,-0.09581340747559289
56473,701,801,580,3,1.9635686153361547,0.0,-0.10239974951363717
56262,781,876,636,3,1.9635686153361547,0.0,-0.10932392443386192
56052,843,964,696,3,1.9635686153361547,0.0,-0.11807918630888381
55804,936,1051,763,4,1.9635686153361547,0.0,-0.12944996946521542
55528,1033,1155,837,5,1.9635686153361547,0.0,-0.13885042216258278
55249,1131,1249,923,6,1.9635686153361547,0.0,-0.14667043787904302
54984,1203,1344,1021,6,1.9635686153361547,0.0,-0.1540540301073432
54675,1296,1462,1119,6,1.9635686153361547,0.0,-0.1608507597363168
54326,1424,1589,1213,6,1.9635686153361547,0.0,-0.16796134987743983
53935,1563,1743,1310,7,1.9635686153361547,0.0,-0.17676660144226733
53519,1686,1926,1419,8,1.9635686153361547,0.0,-0.18468014062464405
53110,1805,2092,1543,8,1.9635686153361547,0.0,-0.19324014704426137
52673,1914,2265,1697,9,1.9635686153361547,0.0,-0.20249150077345252
52149,2069,2452,1878,10,1.9635686153361547,0.0,-0.21246891851253547
51577,2283,2641,2047,10,1.9635686153361547,0.0,-0.22354739596261677
51017,2442,2873,2216,10,1.9635686153361547,0.0,-0.23562392602939702
50412,2602,3113,2419,12,1.9635686153361547,0.0,-0.24960172013361123
49761,2796,3367,2620,14,1.9635686153361547,0.0,-0.2666601350357664
49043,2976,3680,2840,19,1.9635686153361547,0.0,-0.2854041386831115
48250,3219,3986,3082,21,1.9635686153361547,0.0,-0.3047337576315578
47418,3464,4303,3350,23,1.9635686153361547,0.0,-0.3254910930684078
46508,3754,4655,3617,24,1.9635686153361547,0.0,-0.3464629153889075
45578,4061,4974,3918,27,1.9635686153361547,0.0,-0.36810464081800287
44635,4344,5332,4216,31,1.9635686153361547,0.0,-0.3908681101780069
43590,4609,5728,4598,33,1.9635686153361547,0.0,-0.4140387664590032
42499,4942,6149,4935,33,1.9635686153361547,0.0,-0.44058560686406906
41354,5213,6630,5326,35,1.9635686153361547,0.0,-0.4691668825500832
40223,5453,7063,5781,38,1.9635686153361547,0.0,-0.49653554373363695
38970,5751,7560,6237,40,1.9635686153361547,0.0,-0.5237515976833824
37660,6092,8056,6706,44,1.9635686153361547,0.0,-0.5500639291160453
36282,6452,8532,7243,49,1.9635686153361547,0.0,-0.5740750349068151
34918,6695,9120,7771,54,1.9635686153361547,0.0,-0.5952105804073935
33422,7083,9696,8298,59,1.9635686153361547,0.0,-0.6143590243802606
31969,7376,10245,8908,60,1.9635686153361547,0.0,-0.6318319253414416
30459,7648,10888,9501,62,1.9635686153361547,0.0,-0.6469491457491028
28874,8023,11504,10088,69,1.9635686153361547,0.0,-0.6618771053810278
27301,8318,12140,10725,74,1.9635686153361547,0.0,-0.6759797068811687
25804,8600,12709,11365,80,1.9635686153361547,0.0,-0.6870930268865036
24349,8780,13371,11966,92,1.9635686153361547,0.0,-0.6973340751280441
22868,8966,13972,12653,99,1.9635686153361547,0.0,-0.7048157272386225
21415,9207,14463,13368,105,1.9635686153361547,0.0,-0.7112728687068559
20026,9323,15028,14068,113,1.9635686153361547,0.0,-0.717543530272935
18655,9511,15550,14722,120,1.9635686153361547,0.0,-0.7230297850132479
17311,9554,16141,15427,125,1.9635686153361547,0.0,-0.7269836605585447
16035,9604,16723,16064,132,1.9635686153361547,0.0,-0.7320336731218784
14780,9725,17144,16772,137,1.9635686153361547,0.0,-0.7355283634450175
13636,9730,17594,17450,148,1.9635686153361547,0.0,-0.736552716675116
12556,9769,17928,18144,161,1.9635686153361547,0.0,-0.7372924980178108
11588,9695,18332,18774,169,1.9635686153361547,0.0,-0.7390040135030816
10643,9667,18671,19391,186,1.9635686153361547,0.0,-0.7406399386953502
9775,9596,18924,20069,194,1.9635686153361547,0.0,-0.7410111308999203
8961,9510,19197,20680,210,2.02574273340243,0.0,-0.7420542217411995
8233,9385,19638,21084,218,2.02574273340243,0.0,-0.7461359038556813
7572,9136,20111,21511,228,2.02574273340243,0.0,-0.750170229700273
6926,9044,20382,21969,237,2.02574273340243,0.0,-0.7514685241977107
6374,8878,20627,22427,252,2.02574273340243,0.0,-0.7516685849039239
5851,8754,20752,22937,264,2.02574273340243,0.0,-0.7513289525161264
5362,8595,20925,23403,273,2.02574273340243,0.0,-0.7514938953724041
4920,8482,21135,23743,278,2.02574273340243,0.0,-0.7515584969207157
4537,8391,21235,24108,287,2.02574273340243,0.0,-0.7514473276276445
4167,8259,21326,24506,300,2.02574273340243,0.0,-0.7511641174104484
3812,8164,21412,24857,313,2.02574273340243,0.0,-0.7513702248057643
3549,7978,21405,25302,324,2.02574273340243,0.0,-0.7509175031058427
3299,7850,21398,25672,339,2.02574273340243,0.0,-0.7488589906724739
3043,7695,21304,26164,352,2.02574273340243,0.0,-0.7461894520518615
2834,7529,21379,26454,362,2.02574273340243,0.0,-0.7448891034874723
2655,7390,21329,26813,371,2.02574273340243,0.0,-0.7434848423072535
2515,7263,21280,27120,380,2.02574273340243,0.0,-0.7422667491383598
2376,7205,21113,27480,384,2.02574273340243,0.0,-0.7394205110297957
2244,7051,21011,27858,394,2.02574273340243,0.0,-0.7361074006333982
2113,6841,20881,28323,400,2.02574273340243,0.0,-0.7313137232794342
2028,6638,20658,28828,406,2.02574273340243,0.0,-0.726353450807495
1953,6535,20425,29227,418,2.02574273340243,0.0,-0.7202493495290818
1895,6367,20246,29619,431,2.02574273340243,0.0,-0.7140562295658203
1828,6209,20032,30046,443,2.02574273340243,0.0,-0.7068894837676772
1761,6087,19760,30496,454,2.02574273340243,0.0,-0.6998184270019474
1687,5944,19566,30899,462,2.02574273340243,0.0,-0.6924536006400698
1658,5805,19325,31301,469,2.02574273340243,0.0,-0.686968664860153
1612,5603,19153,31705,485,2.02574273340243,0.0,-0.6814965479795781
1589,5454,18844,32175,496,2.02574273340243,0.0,-0.6740870905320302
1570,5286,18625,32571,506,2.02574273340243,0.0,-0.6673610130867444
1545,5101,18363,33035,514,2.02574273340243,0.0,-0.6588452114307979
1548,4983,18032,33469,526,2.02574273340243,0.0,-0.649140142816737
1525,4830,17741,33929,533,2.02574273340243,0.0,-0.6379287765980697
1508,4715,17454,34338,543,2.02574273340243,0.0,-0.625951545208244
1507,4595,17129,34774,553,2.02574273340243,0.0,-0.6131745425807696
1496,4437,16808,35259,558,2.02574273340243,0.0,-0.5986681772600402
1484,4254,16522,35733,565,2.02574273340243,0.0,-0.585078614932119
1510,4123,16205,36140,580,2.424429627788544,0.0,-0.5708779503185651
1476,4249,15859,36387,587,2.424429627788544,0.0,-0.5562489259656197
1432,4368,15485,36679,594,2.424429627788544,0.0,-0.5401317244585455
1391,4299,15269,36995,604,2.424429627788544,0.0,-0.5241657609665635
1380,4345,14978,37240,615,2.424429627788544,0.0,-0.506601332900998
1356,4246,14780,37552,624,2.424429627788544,0.0,-0.49100639476324587
1350,4136,14626,37815,631,2.424429627788544,0.0,-0.47628468283403247
1325,4032,14424,38139,638,2.424429627788544,0.0,-0.4582610471164796
1326,3914,14149,38515,654,2.424429627788544,0.0,-0.4381401438393538
1355,3765,13950,38828,660,2.1480743841360086,0.0,-0.4182752852120585
1365,3629,13565,39327,672,2.1480743841360086,0.0,-0.39249411104222354
1388,3488,13241,39764,677,2.1480743841360086,0.0,-0.3628963669484711
1452,3271,12909,40241,685,2.1480743841360086,0.0,-0.3275858667835307
1506,3112,12595,40650,695,2.1480743841360086,0.0,-0.2869177603302283
1521,2945,12332,41057,703,2.1480743841360086,0.0,-0.2398556709073875
1538,2849,11956,41506,709,2.1480743841360086,0.0,-0.1904632262036646
1562,2768,11601,41913,714,2.1480743841360086,0.0,-0.13527563796261746
1592,2668,11260,42311,727,2.1480743841360086,0.0,-0.0768059502660111
1655,2556,10941,42669,737,2.1480743841360086,0.0,-0.016231251263700747
1689,2414,10647,43063,745,2.1480743841360086,0.0,0.04690801879134027
1734,2342,10308,43423,751,2.1480743841360086,0.0,0.11279140671835572
1790,2270,10024,43714,760,2.1480743841360086,0.0,0.18100561741600862
1854,2167,9721,44049,767,2.1480743841360086,0.0,0.24598342486842611
1899,2072,9427,44386,774,2.1480743841360086,0.0,0.3078221966797627
1957,2000,9102,44718,781,2.1480743841360086,0.0,0.36920546415990607
2006,1925,8806,45036,785,2.1480743841360086,0.0,0.42559412331316765
2075,1862,8559,45272,790,2.1480743841360086,0.0,0.4769678247258743
2122,1824,8297,45523,792,2.1480743841360086,0.0,0.5193192616446733
2162,1780,8061,45758,797,2.1480743841360086,0.0,0.5571066693879314
2204,1726,7827,46001,800,2.1480743841360086,0.0,0.5881994829618856
2252,1726,7551,46225,804,2.1480743841360086,0.0,0.6108799424211714
2326,1682,7325,46414,811,2.1480743841360086,0.0,0.6290172609140767
2389,1616,7121,46614,818,2.1480743841360086,0.0,0.6436790558525501
2427,1596,6909,46803,823,2.1480743841360086,0.0,0.6554688529380757
2490,1541,6738,46962,827,2.1480743841360086,0.0,0.665454557003821
2582,1533,6557,47053,833,2.1480743841360086,0.0,0.6729997098167411
2652,1481,6370,47216,839,2.1480743841360086,0.0,0.6781827478985593
2726,1473,6215,47298,846,2.1480743841360086,0.0,0.6830539109430854
2783,1462,6062,47398,853,2.1480743841360086,0.0,0.685690853903943
2849,1459,5905,47487,858,2.1480743841360086,0.0,0.6875389565649384
2924,1453,5734,47582,865,2.1480743841360086,0.0,0.6909990898863912
3001,1423,5592,47676,866,2.1480743841360086,0.0,0.6939556119104557
3073,1410,5508,47698,869,2.1480743841360086,0.0,0.6958124349283779
3150,1406,5366,47765,871,2.1480743841360086,0.0,0.6978061168678532
3214,1414,5235,47822,873,2.1480743841360086,0.0,0.6994664536813708
3279,1452,5143,47810,874,2.1480743841360086,0.0,0.7012772505496183
3353,1478,5022,47829,876,2.1480743841360086,0.0,0.7032744221162259
3432,1462,4954,47830,880,2.1480743841360086,0.0,0.702814385935042
3503,1504,4889,47780,882,2.1480743841360086,0.0,0.7014707476613433
3574,1565,4786,47749,884,2.1480743841360086,0.0,0.701431047172447
3645,1596,4782,47648,887,2.1480743841360086,0.0,0.7010961226563523
3694,1663,4710,47604,887,2.1480743841360086,0.0,0.7031900284444297
3774,1743,4691,47463,887,2.1480743841360086,0.0,0.7049210312763565
3816,1831,4688,47332,891,2.1480743841360086,0.0,0.7060616688289147
3896,1884,4699,47185,894,2.1480743841360086,0.0,0.7067395350451445
3962,1955,4734,47011,896,2.1480743841360086,0.0,0.7084318873953321
3999,2058,4740,46860,901,2.1480743841360086,0.0,0.7099154596989011
4055,2107,4831,46662,903,2.1480743841360086,0.0,0.7101849318987592
4118,2213,4898,46420,909,2.1480743841360086,0.0,0.7095835584311102
4140,2359,4990,46159,910,2.1480743841360086,0.0,0.7089772689940128
4175,2459,5117,45896,911,2.1480743841360086,0.0,0.7071502152023058
4228,2639,5223,45553,915,2.1480743841360086,0.0,0.7036188270115412
4286,2691,5344,45317,920,2.1480743841360086,0.0,0.6998424338258358
4336,2805,5485,45011,921,2.1480743841360086,0.0,0.6935049367778388
4382,2934,5617,44701,924,2.1480743841360086,0.0,0.6894764361160548
4390,3180,5688,44375,925,2.1480743841360086,0.0,0.6835479740645785
4414,3377,5858,43982,927,2.1480743841360086,0.0,0.6749540818254216
